"SA2Name","SA2Code","Score","norm_weekend_percentage","avg_trips_per_stop","reliance_on_PT","cluster"
"Manly West",301031016,1037,10.6455614994015,4057.79166666667,6.93921463152232,"5"
"Mansfield (Qld)",303031062,1038,17.4414050040904,9196.48936170213,11.423593827775,"5"
"Marcoola - Mudjimba",316031426,996,28.959071482982,3377.30769230769,1.78571428571429,"5"
"Margate - Woody Point",313051378,931,15.8967407891239,5371.57142857143,3.84459732901659,"5"
"Maroochydore - Kuluin",316031427,967,29.1175752379908,20355.2,2.11805555555556,"2"
"Marsden",311031317,873,12.3365077279529,5518.86956521739,3.87047327074152,"5"
"McDowall",302011026,1096,8.67766192288273,7031.68,7.475,"5"
"Mermaid Beach - Broadbeach",309011227,1022,43.958227950507,179614.166666667,6.59188690842041,"3"
"Mermaid Waters",309011228,1020,27.9034178168312,2898.95918367347,3.33792154163799,"5"
"Merrimac",309081260,983,22.7717632886265,3587.94736842105,2.1124665278191,"5"
"Miami",309011229,1022,39.1205149377495,14503.8260869565,4.08052230685528,"5"
"Middle Park - Jamboree Heights",304011082,1065,14.0278635564399,8610.6,9.18678878712184,"5"
"Mitchelton",304041101,1068,11.5083615504576,28313.9423076923,15.6272231444155,"2"
"Moffat Beach - Battery Hill",316021422,993,25.7280732641141,4508.62068965517,1.99823684983838,"5"
"Molendinar",309091264,1003,22.9181030953543,3663.55555555556,2.43285939968404,"5"
"Mooloolaba - Alexandra Headland",316031428,1008,31.9646300085362,10229.0425531915,2.27272727272727,"5"
"Moorooka",303041068,1039,18.096516381413,11223.0256410256,14.1575091575092,"5"
"Morayfield - East",313021368,914,12.6359162444229,2963.58823529412,4.87129809022973,"5"
"Morningside - Seven Hills",305021117,1088,13.0181446882762,15977.6056338028,16.5138851442437,"2"
"Mount Gravatt",303031063,1038,15.9543151406935,20895.5454545455,12.3851378345985,"2"
"Mount Warren Park",311021309,951,11.323018197408,1667.96,3.2296179598267,"5"
"Mountain Creek",316011415,1029,10.8322616403903,4244.96774193548,1.52097902097902,"5"
"Mudgeeraba - Bonogin",309051244,1040,18.417542072698,1898,1.34144966745575,"5"
"Munruben - Park Ridge South",311031318,1013,0.474430683180184,1395,1.77890724269377,"5"
"Murarrie",301031017,1066,13.6166867988649,22796.4666666667,11.8705035971223,"2"
"Murrumba Downs - Griffin",314021389,1023,10.5757866097017,3514.39473684211,4.47624499141385,"5"
"Nambour",316071548,936,21.8904275229917,6683.140625,1.38654448999277,"5"
"Narangba",313041375,1027,7.93040087458284,18340.78125,6.34868779266035,"2"
"Nerang - Mount Nathan",309061248,962,31.3370052736665,24072.7384615385,2.02608039659446,"2"
"New Farm",305011109,1099,29.882078648727,29691.15,19.2987377279102,"2"
"Noosa Heads",316051434,1055,36.7464739254898,23695.1904761905,2.46978455070941,"2"
"Noosa Hinterland",316081549,994,22.6559460662466,2453.2,1.09937486527269,"5"
"Noosaville",316051435,1014,32.9449882836289,4552.06896551724,1.75237000861821,"5"
"Norman Park",305021118,1136,13.7359593492258,16729.6176470588,13.5298980435382,"2"
"North Ipswich - Tivoli",310031292,905,21.6941127604108,2954.35384615385,3.35760517799353,"5"
"North Lakes - Mango Hill",314021390,1041,13.3862825502245,9160.47826086957,4.51786453303904,"5"
"Northgate - Virginia",302031038,1049,14.7040251406082,25880.02,18.2716049382716,"2"
"Nudgee - Banyo",302031039,1038,15.3255768478686,9698.26785714286,13.6344969199179,"5"
"Nundah",302031040,1041,19.0934275984441,35247.7162162162,23.266648396821,"2"
"Ormeau - Yatala",309071255,1030,11.7886517202503,487.157894736842,2.32312565997888,"5"
"Ormiston",301021008,1067,8.17880904263146,10065.72,7.03717069649946,"5"
"Oxenford - Maudsland",309071256,1017,26.6565980834575,7658.65909090909,1.76889793840672,"5"
"Oxley (Qld)",310011275,1051,12.5713168911587,23798.7142857143,14.6354443853113,"2"
"Pacific Pines - Gaven",309061249,1019,15.4697353579003,2083.70175438596,2.32763375620518,"5"
"Paddington - Milton",305041135,1137,22.7288932702822,34588.6447368421,16.329346826127,"2"
"Pallara - Willawong",303051074,1061,10.2812370842888,5186.52941176471,5.83197389885807,"5"
"Palm Beach",309021234,996,35.7898389380246,11890.5454545455,3.1748271482997,"5"
"Palmwoods",316061444,1022,16.2375833660259,3163.21428571429,1.38572905894519,"5"
"Paradise Point - Hollywell",309031239,1051,25.9031845338241,2926.04166666667,1.5552460538533,"5"
"Parkinson - Drewvale",303051075,1064,14.0952743013147,15831.037037037,7.83000643915003,"2"
"Parkwood",309091265,1027,20.6761194978099,3176.02702702703,2.23553814242913,"5"
"Parrearra - Warana",316021423,1013,24.0242084002012,9728.30769230769,1.88769414575866,"5"
"Peregian Beach - Marcus Beach",316051543,1041,37.674665193678,5138.42857142857,2.25352112676056,"5"
"Peregian Springs",316051544,1056,28.7162394810418,2395.15384615385,1.45368492224476,"5"
"Pimpama",309071257,977,8.31447386644669,20840.4166666667,2.74519590716247,"2"
"Pinjarra Hills - Pullenvale",304021091,1161,16.0933570421957,12615.25,4.57986373959122,"5"
"Raceview",310031293,948,12.9816907743074,2146.42553191489,2.58308157099698,"5"
"Red Hill (Qld)",305041136,1116,18.650313566374,7848.14285714286,14.424536896447,"5"
"Redbank Plains",310041302,906,16.6590869885678,2857.90476190476,3.44105717650137,"5"
"Redcliffe",313051379,921,21.613890599579,9157.56603773585,3.34261838440111,"5"
"Redland Bay",301021009,1033,13.7061049031421,2995.62745098039,2.3252688172043,"5"
"Redland Islands",301021527,852,27.9849837462179,250349,5.66492567296103,"3"
"Reedy Creek - Andrews",309051245,1061,19.6288598607699,957.863636363636,1.98314328210213,"5"
"Regents Park - Heritage Park",311031319,977,10.1067670646783,1986.75757575758,3.53464717101081,"5"
"Riverhills",304011083,1049,14.9919301027523,10391.4444444444,7.9794680354643,"5"
"Riverview",310031295,798,14.5235012401916,4379.69230769231,8.80579010856454,"5"
"Robina",309081261,1039,26.2914922790391,18731.265060241,3.08362053328496,"2"
"Rochedale - Burbank",303031064,1125,10.7940013726116,21782.5614035088,8.37312957656797,"2"
"Rochedale South - Priestdale",311061332,1026,7.95737219993966,2756.78481012658,7.72020725388601,"5"
"Rocklea - Acacia Ridge",303051076,891,15.9330725472275,7777.57446808511,8.4830866807611,"5"
"Rosewood",310021282,952,14.7463231489597,6739,2.0532319391635,"5"
"Rothwell - Kippa-Ring",313051380,922,16.4014215659631,10780.984375,3.18689501116902,"5"
"Runaway Bay",309031240,1023,29.8018933862171,5099.4,2.63295099061522,"5"
"Runcorn",303061078,1007,20.6743278388739,24323.7083333333,14.2057176539935,"2"
"Salisbury - Nathan",303041070,1033,18.5918339113176,24202.5576923077,13.3677567412507,"2"
"Samford Valley",314011387,1130,1.06233086574374,346.1875,3.50727117194183,"5"
"Sandgate - Shorncliffe",302041044,1039,16.6627478893472,34566.4222222222,13.8466622604098,"2"
"Scarborough - Newport - Moreton Island",313051542,1016,12.7382279591254,3427.625,3.23534849325199,"5"
"Seventeen Mile Rocks - Sinnamon Park",304011084,1109,11.5161892017672,3380.9375,8.77011968633925,"5"
"Shailer Park",311051327,1052,18.4913747303713,19897.5084745763,5.98290598290598,"2"
"Sheldon - Mount Cotton",301021011,1088,5.3821210383878,1658.28571428571,2.30984601026598,"5"
"Sherwood",304031095,1098,14.6321395875752,22221.0526315789,18.8071840054219,"2"
"Sippy Downs",316011416,985,22.4569519033676,9361.74193548387,1.80265654648956,"5"
"Slacks Creek",311061333,882,13.6097887533472,3618.29824561404,5.47841454178238,"5"
"South Brisbane",305011110,1082,33.7013302957534,447138.608695652,19.6786090621707,"1"
"Southport - South",309091541,978,25.6917325918848,3490.50943396226,6.5945945945946,"5"
"Spring Hill",305011111,1028,10.2424937110865,7447,14.0134857812958,"5"
"Springfield",310041303,1005,8.92157495326233,16433.5714285714,6.75438596491228,"2"
"Springfield Lakes",310041304,1046,17.1480662581294,3927.37254901961,7.41158765989466,"5"
"Springwood",311061334,1020,14.9940929162518,19444.1020408163,7.27510346329776,"2"
"St Lucia",304031096,1096,25.7492155963147,135426.517857143,18.0449487235435,"3"
"Stafford",302021032,1013,18.3510302241703,9592.17910447761,13.0535455861071,"5"
"Stafford Heights",302021033,1031,17.5198577398512,6294.63157894737,9.45197044334975,"5"
"Strathpine - Brendale",314031394,938,12.5032557218998,19428.6764705882,9.45300053106745,"2"
"Sunnybank",303061079,997,23.2300272211405,29517.0377358491,14.9973361747469,"2"
"Sunnybank Hills",303061080,1015,23.027324632946,23846.4126984127,11.9617224880383,"2"
"Sunshine Beach",316051437,1036,29.6804416310033,5164.90322580645,1.96998123827392,"5"
"Surfers Paradise",309101270,983,45.4603650627161,131691.02173913,10.5239707716984,"3"
"Taigum - Fitzgibbon",302041045,1000,14.1658601740176,26584.0606060606,14.223341729639,"2"
"Taringa",304031097,1100,18.0731742941989,18313.1791044776,21.190320470896,"2"
"Tarragindi",303041071,1110,15.2292323526433,5662.48351648352,12.8865024995371,"5"
"Tewantin",316051438,957,28.6801939522684,3726.18181818182,1.8754688672168,"5"
"The Gap",304041103,1114,16.896667175009,12292.602739726,11.4370224303673,"5"
"The Hills District",314011386,1073,7.79763157018335,1803.25,8.90806937545802,"5"
"Thorneside",301011005,983,8.48344575626602,6362.72,7.6797385620915,"5"
"Thornlands",301021012,1067,14.1977983509423,2153.375,3.3666001330672,"5"
"Tingalpa",301031018,1026,14.6001083299847,4906.84090909091,7.91446208112875,"5"
"Underwood",311061335,1036,15.5729273052569,5510.33333333333,7.31225296442688,"5"
"Upper Coomera - Willow Vale",309071258,1012,17.2147179160074,2021.59615384615,2.27089492072024,"5"
"Varsity Lakes",309081262,1008,24.5552734691904,24763.5813953488,3.58527131782946,"2"
"Victoria Point",301021013,1004,16.8242073893052,8175.17647058824,2.57030541276081,"5"
"Wacol",310011276,793,8.10169874433053,13914.3225806452,6.81818181818182,"5"
"Wakerley",301031019,1136,7.97524085360098,4836.04166666667,5.85845627539021,"5"
"Waterford West",311051328,885,10.658147176551,6296.88,4.0929203539823,"5"
"Wavell Heights",302021034,1089,10.0760336160389,3489.11842105263,10.4416892677257,"5"
"Wellington Point",301011006,1062,9.68603786747347,7036.07692307692,5.97489539748954,"5"
"West End",305011112,1084,29.646727903274,40326.5238095238,21.7275494672755,"2"
"Westlake",304011085,1123,12.3749841665906,10892.125,6.65514261019879,"5"
"Wilston",305031129,1132,15.6429548653851,14142.3214285714,17.1968649147072,"5"
"Windsor",305031130,1091,18.4476814530592,29925.7222222222,21.7094419590299,"2"
"Wishart",303031066,1060,15.9439151727921,9019.52173913043,10.9672356288013,"5"
"Wolffdene - Bahrs Scrub",311021310,1022,14.9266105027121,1429.08333333333,2.25588140509185,"5"
"Woodridge",311061336,796,14.8037533887045,4649.36507936508,7.06280948657806,"5"
"Woolloongabba",303021058,1051,19.4506225323105,133340.772727273,23.2391970057843,"3"
"Wooloowin - Lutwyche",305031131,1080,17.3532690060484,31646.0181818182,21.7248908296943,"2"
"Worongary - Tallai",309061250,1052,13.539158546922,882.166666666667,0.99515868746638,"5"
"Wurtulla - Birtinya",316021424,1012,25.7760341122648,4743,1.68615719336416,"5"
"Wynnum",301031020,1019,14.9054720899509,11645.9324324324,11.15625,"5"
"Wynnum West - Hemmant",301031021,984,11.1099683263802,7830.45454545455,8.27247191011236,"5"
"Yeronga",303021059,1090,17.9316171804116,10016.8,15.5836219189244,"5"
"Zillmere",302041046,938,17.6168911011611,15782.5438596491,14.5658933269553,"2"
