"SA2Code","SA2Name","Score","Team_Member","number_of_employees","Pop","percent_unemployed","number_worked_from_home","pt_to_work","dwellings_with_no_cars","Total_dwelings","percentage_houses_no_cars","dwellings_with_no_cars","Total_dwelings","percentage_houses_no_cars"
316031426,"Marcoola - Mudjimba",996,"Charlie",5040,10868,53.6253220463747,368,90,112,4237,2.64337974982299,112,4237,2.64337974982299
316051543,"Peregian Beach - Marcus Beach",1041,"Kate",1775,3761,52.8051050252592,199,40,44,1474,2.98507462686567,44,1474,2.98507462686567
316051544,"Peregian Springs",1056,"Kate",2958,7337,59.6837944664032,280,43,28,2278,1.22914837576822,28,2278,1.22914837576822
313021366,"Caboolture - South",880,"Eric",7530,20349,62.9957246056317,184,347,476,6829,6.97027383218626,476,6829,6.97027383218626
311061334,"Springwood",1020,"Dave",4591,9279,50.5226856342278,204,334,110,3269,3.36494340776996,110,3269,3.36494340776996
311021306,"Beenleigh",855,"Eric",3147,8252,61.8637905962191,89,149,373,3072,12.1419270833333,373,3072,12.1419270833333
301011003,"Birkdale",1034,"Dave",7349,14923,50.7538698653086,355,431,169,5060,3.3399209486166,169,5060,3.3399209486166
313011363,"Bribie Island",925,"Eric",5262,18142,70.9954801014221,347,106,632,8097,7.8053600098802,632,8097,7.8053600098802
310031287,"Ipswich - East",906,"Eric",7088,17894,60.388957192355,190,484,708,6794,10.4209596702973,708,6794,10.4209596702973
313041372,"Burpengary",972,"Charlie",6544,14022,53.3304806732278,253,375,182,4677,3.89138336540517,182,4677,3.89138336540517
313021365,"Caboolture",886,"Eric",9991,26827,62.7576695120587,350,448,796,9209,8.64371810185688,796,9209,8.64371810185688
301011004,"Capalaba",991,"Charlie",8995,17588,48.8571753468274,348,344,311,6399,4.86013439599938,311,6399,4.86013439599938
301021007,"Cleveland",1009,"Charlie",6590,14801,55.4759813526113,390,348,477,5963,7.99932919671306,477,5963,7.99932919671306
313021367,"Elimbah",1004,"Charlie",1921,3963,51.5266212465304,122,68,3,1146,0.261780104712042,3,1146,0.261780104712042
310041300,"Goodna",868,"Eric",3778,10884,65.2884968761485,97,287,242,3250,7.44615384615385,242,3250,7.44615384615385
310031286,"Ipswich - Central",933,"Eric",2659,6558,59.4541018603233,106,144,297,2339,12.6977340743908,297,2339,12.6977340743908
313051380,"Rothwell - Kippa-Ring",922,"Eric",6715,17138,60.8180651184502,199,214,428,6106,7.00949885358664,428,6106,7.00949885358664
314031392,"Lawnton",944,"Eric",2745,6011,54.333721510564,78,284,188,2239,8.39660562751228,188,2239,8.39660562751228
311061331,"Logan Central",773,"Eric",1628,6133,73.4550790803848,39,116,337,1978,17.0374115267947,337,1978,17.0374115267947
313041375,"Narangba",1027,"Dave",9183,18573,50.5572605394928,386,583,60,5554,1.08030248469571,60,5554,1.08030248469571
310031292,"North Ipswich - Tivoli",905,"Eric",2472,6394,61.3387550828902,62,83,221,2448,9.02777777777778,221,2448,9.02777777777778
314031393,"Petrie",1001,"Charlie",4324,8690,50.2416570771001,136,425,120,3004,3.99467376830892,120,3004,3.99467376830892
310041299,"Collingwood Park - Redbank",938,"Eric",3694,8517,56.6279206293296,94,203,152,2712,5.6047197640118,152,2712,5.6047197640118
310041302,"Redbank Plains",906,"Eric",7643,19299,60.3969117570859,181,263,187,5613,3.3315517548548,187,5613,3.3315517548548
311051327,"Shailer Park",1052,"Kate",6318,11647,45.7542714862196,290,378,87,3812,2.28226652675761,87,3812,2.28226652675761
310041304,"Springfield Lakes",1046,"Kate",7974,15429,48.3181022749368,254,591,61,4787,1.27428452057656,61,4787,1.27428452057656
301021013,"Victoria Point",1004,"Charlie",6614,15020,55.965379494008,308,170,267,5435,4.91260349586017,267,5435,4.91260349586017
310031285,"Churchill - Yamanto",959,"Charlie",3199,6768,52.733451536643,60,68,74,2277,3.24989020641195,74,2277,3.24989020641195
301011001,"Alexandra Hills",987,"Charlie",8311,16345,49.1526460691343,291,343,202,5619,3.59494571987898,202,5619,3.59494571987898
310041296,"Bellbird Park - Brookwater",1041,"Kate",6885,13763,49.9745694979292,253,343,94,4231,2.22169699834555,94,4231,2.22169699834555
313011362,"Beachmere - Sandstone Point",931,"Eric",5234,14892,64.8536126779479,299,122,182,5675,3.20704845814978,182,5675,3.20704845814978
311011305,"Beaudesert",913,"Eric",5356,13915,61.5091627739849,478,26,207,4864,4.25575657894737,207,4864,4.25575657894737
311051323,"Bethania - Waterford",931,"Eric",4276,10870,60.6623735050598,141,177,290,3767,7.69843376692328,290,3767,7.69843376692328
310031284,"Bundamba",902,"Eric",3640,8917,59.1790961085567,70,206,222,3159,7.02754036087369,222,3159,7.02754036087369
310031283,"Brassall",928,"Eric",4534,10898,58.3960359699027,109,132,273,3852,7.08722741433022,273,3852,7.08722741433022
311031317,"Marsden",873,"Eric",5219,14447,63.8748529106389,95,202,217,3918,5.53854007146503,217,3918,5.53854007146503
313041373,"Deception Bay",889,"Eric",8256,22446,63.2183908045977,250,267,503,7892,6.37354282818044,503,7892,6.37354282818044
310021282,"Rosewood",952,"Eric",5260,11806,55.4463831949856,269,108,124,3838,3.23084940072955,124,3838,3.23084940072955
310041297,"Camira - Gailes",954,"Eric",4281,9238,53.6588006061918,145,169,116,3041,3.81453469253535,116,3041,3.81453469253535
301021008,"Ormiston",1067,"Kate",2771,5793,52.1664077334714,193,195,112,2154,5.19962859795729,112,2154,5.19962859795729
313051378,"Margate - Woody Point",931,"Eric",4942,11696,57.7462380300958,230,190,535,5070,10.5522682445759,535,5070,10.5522682445759
313051377,"Clontarf",948,"Eric",3620,8251,56.1265301175615,132,138,212,3231,6.56143608789848,212,3231,6.56143608789848
310021281,"Lowood",918,"Eric",5377,14052,61.7349843438656,387,37,129,4631,2.78557546966098,129,4631,2.78557546966098
311051324,"Cornubia - Carbrook",1063,"Kate",4492,8455,46.8716735659373,313,158,34,2710,1.25461254612546,34,2710,1.25461254612546
311031314,"Crestmead",882,"Eric",4585,11989,61.7566102260405,64,166,117,3373,3.46872220575156,117,3373,3.46872220575156
311061329,"Daisy Hill",1040,"Kate",3272,6638,50.7080445917445,191,175,56,2246,2.493321460374,56,2246,2.493321460374
310021278,"Esk",908,"Eric",1690,5158,67.2353625436216,172,6,79,2023,3.90509144834404,79,2023,3.90509144834404
310031293,"Raceview",948,"Eric",6620,15176,56.3784923563521,136,171,263,5168,5.0890092879257,263,5168,5.0890092879257
310021280,"Lockyer Valley - East",917,"Eric",7577,19814,61.7593620672252,476,56,183,6622,2.76351555421323,183,6622,2.76351555421323
317011448,"Gatton",899,"Eric",2954,7434,60.2636534839925,78,17,195,2531,7.70446463848281,195,2531,7.70446463848281
317011451,"Lockyer Valley - West",979,"Charlie",5233,11362,53.9429677873614,354,15,61,3730,1.63538873994638,61,3730,1.63538873994638
311031319,"Regents Park - Heritage Park",977,"Charlie",7865,15934,50.6401405798921,220,278,102,4911,2.07697006719609,102,4911,2.07697006719609
310031288,"Ipswich - North",1033,"Dave",2368,4644,49.0094745908699,116,43,15,1433,1.04675505931612,15,1433,1.04675505931612
314021388,"Dakabin - Kallangur",940,"Eric",10967,23932,54.1743272605716,296,691,419,8570,4.88914819136523,419,8570,4.88914819136523
311061330,"Kingston (Qld.)",822,"Eric",3312,10413,68.1936041486603,65,198,288,3061,9.40868997059784,288,3061,9.40868997059784
311061333,"Slacks Creek",882,"Eric",3961,10432,62.0302914110429,113,217,260,3437,7.56473668897294,260,3437,7.56473668897294
310031291,"Leichhardt - One Mile",843,"Eric",2578,7654,66.3182649594983,43,78,225,2591,8.68390582786569,225,2591,8.68390582786569
311051326,"Loganlea",898,"Eric",4137,10434,60.3507763082231,92,252,198,3217,6.15480261112838,198,3217,6.15480261112838
314021390,"North Lakes - Mango Hill",1041,"Kate",14498,30105,51.8418867297791,667,655,245,9512,2.57569386038688,245,9512,2.57569386038688
313021368,"Morayfield - East",914,"Eric",3613,8434,57.1614892103391,98,176,121,2770,4.36823104693141,121,2770,4.36823104693141
314021389,"Murrumba Downs - Griffin",1023,"Dave",8735,17520,50.1426940639269,297,391,137,5940,2.30639730639731,137,5940,2.30639730639731
311031311,"Boronia Heights - Park Ridge",923,"Eric",4873,12237,60.1781482389475,193,131,181,4148,4.36354869816779,181,4148,4.36354869816779
313051379,"Redcliffe",921,"Eric",3949,10164,61.1471861471861,170,132,542,4419,12.265218375198,542,4419,12.265218375198
313051542,"Scarborough - Newport - Moreton Island",1016,"Dave",5409,12226,55.7582201864878,332,175,331,4840,6.83884297520661,331,4840,6.83884297520661
301021009,"Redland Bay",1033,"Dave",7440,15586,52.2648530732709,403,173,108,5069,2.13059775103571,108,5069,2.13059775103571
310031295,"Riverview",798,"Eric",829,3073,73.0231044581842,15,73,112,938,11.9402985074627,112,938,11.9402985074627
311061332,"Rochedale South - Priestdale",1026,"Dave",7720,15452,50.0388299249288,305,596,201,5382,3.73467112597547,201,5382,3.73467112597547
301021011,"Sheldon - Mount Cotton",1088,"Steff",4286,7909,45.8085725123277,242,99,17,2478,0.686037126715093,17,2478,0.686037126715093
310041303,"Springfield",1005,"Charlie",3420,6772,49.4979326639102,98,231,28,2026,1.38203356367226,28,2026,1.38203356367226
311051325,"Loganholme - Tanah Merah",995,"Charlie",5498,11130,50.6019766397125,209,246,76,3591,2.11640211640212,76,3591,2.11640211640212
301021012,"Thornlands",1067,"Kate",7515,14694,48.856676194365,398,253,123,4744,2.59274873524452,123,4744,2.59274873524452
311061335,"Underwood",1036,"Dave",3036,6341,52.121116543132,112,222,59,2024,2.91501976284585,59,2024,2.91501976284585
311051328,"Waterford West",885,"Eric",2712,7244,62.5621203754832,81,111,266,2540,10.4724409448819,266,2540,10.4724409448819
301011006,"Wellington Point",1062,"Kate",5975,11576,48.3845888044229,302,357,88,3944,2.23123732251521,88,3944,2.23123732251521
311061336,"Woodridge",796,"Eric",3837,12579,69.4967803481994,69,271,541,4101,13.1919044135577,541,4101,13.1919044135577
314031391,"Bray Park",970,"Charlie",4745,10246,53.689244583252,131,332,114,3384,3.36879432624113,114,3384,3.36879432624113
311021307,"Eagleby",849,"Eric",4341,13326,67.4245835209365,118,174,423,4946,8.55236554791751,423,4946,8.55236554791751
311021308,"Edens Landing - Holmview",955,"Charlie",3390,7450,54.496644295302,93,148,101,2466,4.09570154095702,101,2466,4.09570154095702
311041321,"Jimboomba",997,"Charlie",12347,25744,52.0393101305159,573,143,69,7629,0.904443570585922,69,7629,0.904443570585922
314011383,"Cashmere",1081,"Kate",10212,18805,45.6952938048391,541,431,41,5869,0.698585789742716,41,5869,0.698585789742716
311021309,"Mount Warren Park",951,"Eric",2539,5791,56.1561042997755,84,82,125,2065,6.05326876513317,125,2065,6.05326876513317
311031318,"Munruben - Park Ridge South",1013,"Dave",2361,4617,48.862897985705,101,42,13,1347,0.965107646622123,13,1347,0.965107646622123
311041320,"Greenbank",1028,"Dave",6368,12852,50.4512916277622,349,127,30,3653,0.821242814125376,30,3653,0.821242814125376
314011387,"Samford Valley",1130,"Steff",5845,11754,50.2722477454484,587,205,29,3615,0.802213001383126,29,3615,0.802213001383126
311021310,"Wolffdene - Bahrs Scrub",1022,"Dave",3103,6105,49.1728091728092,144,70,23,1930,1.19170984455959,23,1930,1.19170984455959
301021527,"Redland Islands",852,"Eric",2489,9016,72.3935226264419,200,141,462,4056,11.3905325443787,462,4056,11.3905325443787
319031514,"Gympie Region",935,"Eric",7162,18564,61.4199525964232,805,55,99,6619,1.49569421362744,99,6619,1.49569421362744
319031512,"Gympie - North",870,"Eric",4908,14220,65.4852320675106,189,43,506,5462,9.26400585865983,506,5462,9.26400585865983
